course_code,course_title,course_teacher,link,fas_code,unique_code,course_id,num_responded,num_students,course_score_mean,course_score_median,course_score_mode,course_score_stdev,lecturer_score_mean,lecturer_score_median,lecturer_score_mode,lecturer_score_stdev,workload_score_mean,workload_score_median,workload_score_mode,workload_score_stdev,rec_score_mean,rec_score_median,rec_score_mode,rec_score_stdev
GENED 1185,The Power and Beauty of Being In Between: The Story of Armenia 001,Maranci,https://harvard.bluera.com/harvard/rpv-eng.aspx?lang=eng&redi=1&SelectedIDforPrint=6f48e54d66dc335a840b4d8ecff59a00ae0d7f0c0e2d1cf6bf4bc8783c07d61e19ef074b9993986cf076c2fc3057eac8&ReportType=2&regl=en-US,FAS-222072-2238-1-1-001,FAS-222072-2238-1-1-001(Maranci),222072,54,60,4.84,5.0,5,0.41971611377407964,4.95,5.0,5,0.2190429135575903,2.67,3.0,3.0,1.31,4.84,5.0,5,0.42
GERMAN 10A,Beginning German 1,Parkes,https://harvard.bluera.com/harvard/rpv-eng.aspx?lang=eng&redi=1&SelectedIDforPrint=e6952add3e1951680df329eb036bb2ae5449108c7a8eda5b91bdcc59b5a47af2e6d2b8821238fab57e85e643b9b48a68&ReportType=2&regl=en-US,FAS-113802-2238-1-1-1,FAS-113802-2238-1-1-1(Parkes),113802,5,6,4.8,5.0,5,0.40201512610368484,0.0,0.0,0,-1.0,5.6,5.0,5.0,1.34,4.6,5.0,5,0.55
GERMAN 10AB,Beginning German (Intensive) 001,Parkes,https://harvard.bluera.com/harvard/rpv-eng.aspx?lang=eng&redi=1&SelectedIDforPrint=2fa473b7c1132d927214994fc840c696ac01d69f057a3293e56b9efebbecb5d59f8ab88a64c989b424cd3b58c1b92319&ReportType=2&regl=en-US,FAS-124093-2238-1-1-001,FAS-124093-2238-1-1-001(Parkes),124093,11,14,4.9,5.0,5,0.30151134457776363,0.0,0.0,0,-1.0,11.7,11.0,10.0,4.4,4.6,5.0,5,0.7
GERMAN 20A,Intermediate German 001,Parkes,https://harvard.bluera.com/harvard/rpv-eng.aspx?lang=eng&redi=1&SelectedIDforPrint=dda2a0afcb39cd0d82b33986a9e4a532ea5cd592ed16abe2b6725a970b4f84230857a8ad93f02d3f800511076065c309&ReportType=2&regl=en-US,FAS-112920-2238-1-1-001,FAS-112920-2238-1-1-001(Parkes),112920,5,6,5.0,5.0,5,0.0,0.0,0.0,0,-1.0,7.0,4.5,4.0,5.35,5.0,5.0,5,0.0
GERMAN 20A,Intermediate German 002,Parkes,https://harvard.bluera.com/harvard/rpv-eng.aspx?lang=eng&redi=1&SelectedIDforPrint=14f8e63d68e4cbbf136ce97f5612fc83a53d8ddde72c327abbc68b9d7ec0bd25a1ab6c64174bb6897cff1b525ad90431&ReportType=2&regl=en-US,FAS-112920-2238-1-1-002,FAS-112920-2238-1-1-002(Parkes),112920,12,13,4.42,4.5,5,0.6384957068585252,0.0,0.0,0,-1.0,4.42,4.0,4.0,1.56,4.42,4.0,4,0.51
GERMAN 61,Advanced Grammar and Reading 1,Dymek,https://harvard.bluera.com/harvard/rpv-eng.aspx?lang=eng&redi=1&SelectedIDforPrint=38378f0e244acbf6b4495964724360e6b7ad3d4303b4d2de96dd1a8a3dd565b83e908efe0e2617e3a8cddf1b888a9051&ReportType=2&regl=en-US,FAS-122031-2238-1-1-1,FAS-122031-2238-1-1-1(Dymek),122031,8,8,4.14,5.0,5,1.3512059708858513,4.86,5.0,5,0.348735088019777,5.86,4.0,4.0,4.6,4.29,5.0,5,1.11
GERMAN 61,Advanced Grammar and Reading 2,Dymek,https://harvard.bluera.com/harvard/rpv-eng.aspx?lang=eng&redi=1&SelectedIDforPrint=fa57ad415cc7b50a4c480800d7bd524680587eedff6b3c283805123deebc1911ac93441fe66122b97a958ef2823e2f5c&ReportType=2&regl=en-US,FAS-122031-2238-1-1-2,FAS-122031-2238-1-1-2(Dymek),122031,7,8,3.71,4.0,3,1.0307163710855487,4.57,5.0,5,0.497569851956243,4.0,4.0,5.0,1.41,3.86,4.0,4,1.07
GERMAN 115,Deutsche Komödie 1,Parkes,https://harvard.bluera.com/harvard/rpv-eng.aspx?lang=eng&redi=1&SelectedIDforPrint=d405ce498d97b9c5ccda6455884583f010b0a6edcb0e5ab9d99e30abfe337e6d89ead4832072254e48937f595d1ba22e&ReportType=2&regl=en-US,FAS-127724-2238-1-1-1,FAS-127724-2238-1-1-1(Parkes),127724,5,5,5.0,5.0,5,0.0,0.0,0.0,0,-1.0,6.4,6.0,6.0,2.07,5.0,5.0,5,0.0
GERMAN 140,"German Social Thought, Nietzsche to Habermas 1",Gordon,https://harvard.bluera.com/harvard/rpv-eng.aspx?lang=eng&redi=1&SelectedIDforPrint=8e3c26185e6c66d5c50b7fd210808f2059c075f5dbc0dc1bd455360a4a575091b63e9821e9ec166464ae638b6d475d26&ReportType=2&regl=en-US,FAS-203280-2238-1-1-1,FAS-203280-2238-1-1-1(Gordon),203280,29,42,4.56,5.0,5,0.5751591786697668,4.84,5.0,5,0.4653661532230901,6.77,7.0,8.0,1.92,4.35,4.5,5,0.75
GERMAN 188,"Angst, Sex, and Dreams: the Psychoanalytic Worlds of Freud, Kafka, and Bachmann 1",Stewart,https://harvard.bluera.com/harvard/rpv-eng.aspx?lang=eng&redi=1&SelectedIDforPrint=9d4c1f69e0ae5c918e2a53c6926d6e53600f5020686653243b7d03ccc0ee1655326433d895d74f503cf83f4d1134a5cb&ReportType=2&regl=en-US,FAS-223073-2238-1-1-1,FAS-223073-2238-1-1-1(Stewart),223073,5,11,4.8,5.0,5,0.40201512610368484,0.0,0.0,0,-1.0,5.0,5.0,7.0,2.0,4.8,5.0,5,0.45
SWEDISH 20A,Intermediate Swedish: Childhood in Swedish Literature and Culture 001,Broome,https://harvard.bluera.com/harvard/rpv-eng.aspx?lang=eng&redi=1&SelectedIDforPrint=d1451629ce3b3982325c80353e3fddfd19213995b5d9502ad06e489b4b6d4b614c6e4d0f43c15cf1fa9d3bfd87e6464c&ReportType=2&regl=en-US,FAS-112472-2238-1-1-001,FAS-112472-2238-1-1-001(Broome),112472,5,5,5.0,5.0,5,0.0,0.0,0.0,0,-1.0,4.75,4.5,8.0,2.5,5.0,5.0,5,0.0
GHHP 50,The Quality of Health Care in America 001,Jena,https://harvard.bluera.com/harvard/rpv-eng.aspx?lang=eng&redi=1&SelectedIDforPrint=797291ef1839191a91ce1396144aecf0e0f1a11443f70b0e0782d037d3239dea4592f9735b681a79de25d90631fbefe1&ReportType=2&regl=en-US,FAS-114957-2238-1-1-001,FAS-114957-2238-1-1-001(Jena),114957,40,42,4.97,5.0,5,0.1714466079977653,5.0,5.0,5,0.0,2.47,2.0,3.0,1.18,4.97,5.0,5,0.16
GOV 30,American Government: A New Perspective 001,Peterson,https://harvard.bluera.com/harvard/rpv-eng.aspx?lang=eng&redi=1&SelectedIDforPrint=bb60d74ce7e2568776889b7642905ea00c8584ac47197d5554d91b9d07d5c493cc7a45c8bf637a7b5fb932cc78e728c4&ReportType=2&regl=en-US,FAS-111813-2238-1-1-001,FAS-111813-2238-1-1-001(Peterson),111813,46,58,4.02,4.0,4,0.8987083885648156,4.22,4.0,4,0.8380294078666932,4.71,4.0,3.0,3.29,3.9,4.0,4,0.79
GOV 50,Data Science for the Social Sciences 001,Blackwell,https://harvard.bluera.com/harvard/rpv-eng.aspx?lang=eng&redi=1&SelectedIDforPrint=c2a1bb79f80812711c4f342f469607c18da8ffadfd25b451ac427f5f4bb1751f367d79746f0c2de63baa95cec6a2b55c&ReportType=2&regl=en-US,FAS-115859-2238-1-1-001,FAS-115859-2238-1-1-001(Blackwell),115859,200,250,4.27,5.0,5,0.8998316340832709,4.62,5.0,5,0.7371114795831993,5.65,5.0,5.0,3.09,4.26,4.0,5,0.83
GOV 93B,Technology Science Practicum 001,Beyrle,https://harvard.bluera.com/harvard/rpv-eng.aspx?lang=eng&redi=1&SelectedIDforPrint=b91a38ec1bceeabe58783361bfdc6c099bfa5fec4999a2e2d559eefcbc1303d0721491c17bfd72d580c7953c33df3cb9&ReportType=2&regl=en-US,FAS-207920-2238-1-1-001,FAS-207920-2238-1-1-001(Beyrle),207920,8,8,4.5,4.5,4,0.502518907629606,5.0,5.0,5,0.0,4.43,4.0,4.0,0.98,4.71,5.0,5,0.49
GOV 93B,Technology Science Practicum 001,Sweeney,https://harvard.bluera.com/harvard/rpv-eng.aspx?lang=eng&redi=1&SelectedIDforPrint=009cd4cb5b5533adc600823550219eeef7173a717b23ac52f2e76c78d9dbe419624471b167ed1dcfa2ed69ce99c2883a&ReportType=2&regl=en-US,FAS-207920-2238-1-1-001,FAS-207920-2238-1-1-001(Sweeney),207920,8,8,4.5,4.5,4,0.502518907629606,4.25,5.0,5,1.3055824196677337,4.43,4.0,4.0,0.98,4.71,5.0,5,0.49
GOV 94AB,The Theory and Practice of Civil-Military Relations 001,Ben Sasson-Gordis,https://harvard.bluera.com/harvard/rpv-eng.aspx?lang=eng&redi=1&SelectedIDforPrint=9a3de9b130995828ce1921005b711fbccdb7f4b7b06126a738abe75da0c535beb70d8e76a79cf72412acbd3115d1e102&ReportType=2&regl=en-US,FAS-221743-2238-1-1-001,FAS-221743-2238-1-1-001(Ben Sasson-Gordis),221743,9,11,4.63,5.0,5,0.7066865929066855,5.0,5.0,5,0.0,5.25,5.5,6.0,1.83,4.57,5.0,5,0.79
GOV 94AB,The Theory and Practice of Civil-Military Relations 001,Imparato,https://harvard.bluera.com/harvard/rpv-eng.aspx?lang=eng&redi=1&SelectedIDforPrint=e5141b34fe68588ce2fbbbcb190c4d5bdf560bb8d5982e60a9c817d353bd7e8301cb75f9666653470712a57cd350e31b&ReportType=2&regl=en-US,FAS-221743-2238-1-1-001,FAS-221743-2238-1-1-001(Imparato),221743,9,11,4.63,5.0,5,0.7066865929066855,5.0,5.0,5,0.0,5.25,5.5,6.0,1.83,4.57,5.0,5,0.79
GOV 94AU,Political Economy 001,Iversen,https://harvard.bluera.com/harvard/rpv-eng.aspx?lang=eng&redi=1&SelectedIDforPrint=c872185569642166b26f10084de692e923ec392432aa37385f4f9a329b8f96f49389823b91cc9eac0ea82034222e12f3&ReportType=2&regl=en-US,FAS-109742-2238-1-1-001,FAS-109742-2238-1-1-001(Iversen),109742,11,11,4.73,5.0,5,0.617178329908861,4.9,5.0,5,0.30151134457776363,4.8,4.5,6.0,1.69,4.64,5.0,5,0.67
GOV 94BF,#AbolishPolice: The Politics of Public Safety in the Age of Social Media 001,Halen,https://harvard.bluera.com/harvard/rpv-eng.aspx?lang=eng&redi=1&SelectedIDforPrint=938b882e1016f61102e01f3b6b0c51676ba87a73d658c841acdd1a0068d7af9edeef9fd95047041fed76dfe6da022302&ReportType=2&regl=en-US,FAS-216449-2238-1-1-001,FAS-216449-2238-1-1-001(Halen),216449,14,16,4.21,5.0,5,1.266165314315079,4.43,5.0,5,1.1172270352064742,4.0,4.0,5.0,1.75,4.14,5.0,5,1.29
GOV 94DS,Democracy Under Stress 001,Ziblatt,https://harvard.bluera.com/harvard/rpv-eng.aspx?lang=eng&redi=1&SelectedIDforPrint=e21372b4a8799a7b1d39bc580b2c6c1d41ec4f81816d1d3269d2a2310e96a100522fde3add3bfd49a61ed8aa01716af4&ReportType=2&regl=en-US,FAS-222972-2238-1-1-001,FAS-222972-2238-1-1-001(Ziblatt),222972,13,13,4.91,5.0,5,0.28762349126466136,5.0,5.0,5,0.0,5.0,4.0,4.0,1.95,5.0,5.0,5,0.0
GOV 94EK,Globalization and Private Governance 001,Hiscox,https://harvard.bluera.com/harvard/rpv-eng.aspx?lang=eng&redi=1&SelectedIDforPrint=68fda2abd57d13f810aef81539c856df837ef20c52254181920be092585e1c626f93628fc75d934e099715fecb4c2ffd&ReportType=2&regl=en-US,FAS-125573-2238-1-1-001,FAS-125573-2238-1-1-001(Hiscox),125573,14,16,5.0,5.0,5,0.0,5.0,5.0,5,0.0,3.5,3.0,2.0,1.83,5.0,5.0,5,0.0
GOV 94GD,Africa: Power and Politics 001,Rhodes,https://harvard.bluera.com/harvard/rpv-eng.aspx?lang=eng&redi=1&SelectedIDforPrint=489e2ff5bc622da49f7da6da0c49745712109e2c4e2e9c954bb96b510b18116fcd746e1c2fe572a1546e3eec423f748e&ReportType=2&regl=en-US,FAS-218732-2238-1-1-001,FAS-218732-2238-1-1-001(Rhodes),218732,9,10,4.67,5.0,5,0.47258156262526085,4.67,5.0,5,0.47258156262526085,4.67,5.0,3.0,1.5,4.67,5.0,5,0.5
GOV 94GK,The Politics and Ethics of Health Care 001,Katsh,https://harvard.bluera.com/harvard/rpv-eng.aspx?lang=eng&redi=1&SelectedIDforPrint=610c44e90cdf2981a39f1f8bb61871ed5a3ab8f87f9009ce563954fb47883177342d0f3ccdf53b4d7bbd14d5876d1c94&ReportType=2&regl=en-US,FAS-109731-2238-1-1-001,FAS-109731-2238-1-1-001(Katsh),109731,10,13,4.9,5.0,5,0.30151134457776363,5.0,5.0,5,0.0,4.0,4.0,4.0,1.05,4.8,5.0,5,0.42
GOV 94JH,American Cyber Politics 001,Halen,https://harvard.bluera.com/harvard/rpv-eng.aspx?lang=eng&redi=1&SelectedIDforPrint=63b08ad16278bffc919943226e0d32463537632bbfccaeceb8cc20cc82a46e27227aa5a005e0ed8049de3ace776bac0f&ReportType=2&regl=en-US,FAS-213604-2238-1-1-001,FAS-213604-2238-1-1-001(Halen),213604,14,16,4.5,5.0,5,1.0160104466602558,4.75,5.0,5,0.6731042318472623,4.63,4.0,4.0,2.26,4.5,5.0,5,0.76
GOV 94MS,The Ethics of Artificial Intelligence 001,Sandel,https://harvard.bluera.com/harvard/rpv-eng.aspx?lang=eng&redi=1&SelectedIDforPrint=c362ff29a09b257976fded69f0301f31989360eba70f1be4802e4ad877d419bac3dc5defe66b7b3f1dcb1a890179bfb3&ReportType=2&regl=en-US,FAS-109305-2238-1-1-001,FAS-109305-2238-1-1-001(Sandel),109305,12,14,4.89,5.0,5,0.31446603773522014,4.78,5.0,5,0.6289320754704403,4.56,4.0,4.0,1.33,4.89,5.0,5,0.33
GOV 94OF,Law and Politics in Multicultural Democracies 001,Liviatan,https://harvard.bluera.com/harvard/rpv-eng.aspx?lang=eng&redi=1&SelectedIDforPrint=869313585617057732058a8d634b9d69436be60ba932133918a1934d3d0684e2f109bf16f378257d2d67652090745c0a&ReportType=2&regl=en-US,FAS-128009-2238-1-1-001,FAS-128009-2238-1-1-001(Liviatan),128009,11,11,4.6,5.0,5,0.6666666666666666,4.6,5.0,5,0.6666666666666666,4.75,5.0,5.0,1.16,4.6,5.0,5,0.52
GOV 94RC,Race in Comparative Perspective 001,Rhodes,https://harvard.bluera.com/harvard/rpv-eng.aspx?lang=eng&redi=1&SelectedIDforPrint=6aa12075000b6be3273ee7c9b8fd46773b73db31e755c7af2171cae5227065c5bc36c62dc41ae8e79475a8e048f7e953&ReportType=2&regl=en-US,FAS-218734-2238-1-1-001,FAS-218734-2238-1-1-001(Rhodes),218734,5,6,4.2,4.0,4,0.7521014330903549,4.4,4.0,4,0.49236596391733095,4.4,4.0,4.0,2.07,4.2,4.0,4,0.84
GOV 94RG,A Revolt against Globalization? How Political Economies Change 001,Hall,https://harvard.bluera.com/harvard/rpv-eng.aspx?lang=eng&redi=1&SelectedIDforPrint=0f59d0cb55c15d50967300deccfdd1a531a2e3ac42e685a97b951431d441a62ce3644909b759620279967833845e619e&ReportType=2&regl=en-US,FAS-205265-2238-1-1-001,FAS-205265-2238-1-1-001(Hall),205265,7,12,4.86,5.0,5,0.348735088019777,5.0,5.0,5,0.0,5.14,5.0,5.0,1.57,4.86,5.0,5,0.38
GOV 94TL,Asian American Politics 001,Lee,https://harvard.bluera.com/harvard/rpv-eng.aspx?lang=eng&redi=1&SelectedIDforPrint=b3f45778145ca48cd9db53d4d82848459851e694ae346e9235ab6a143dd6a4f362050b90acad7a3628253370753d5b87&ReportType=2&regl=en-US,FAS-222114-2238-1-1-001,FAS-222114-2238-1-1-001(Lee),222114,11,15,5.0,5.0,5,0.0,4.89,5.0,5,0.31446603773522014,3.89,4.0,4.0,0.78,5.0,5.0,5,0.0
GOV 94UN,United Nations 001,Mikulaschek,https://harvard.bluera.com/harvard/rpv-eng.aspx?lang=eng&redi=1&SelectedIDforPrint=6547bfc1c6d710c41d64868af4102785d320302328a63f214205e315e073716d85112dd68f4a1b220fc1d0d5ad1271fb&ReportType=2&regl=en-US,FAS-220119-2238-1-1-001,FAS-220119-2238-1-1-001(Mikulaschek),220119,14,16,4.36,4.0,4,0.611671001553461,4.57,5.0,5,0.497569851956243,3.79,3.5,5.0,1.53,3.93,4.0,4,0.62
GOV 94WT,The Politics of Urban Inequality in the United States 001,Weitz,https://harvard.bluera.com/harvard/rpv-eng.aspx?lang=eng&redi=1&SelectedIDforPrint=4e1e7a3f797251acfe0fa72482a1132b4405561db27338d96648860cf0b0366f21e54a188cb0cbe1a8abe901f61eeac0&ReportType=2&regl=en-US,FAS-220169-2238-1-1-001,FAS-220169-2238-1-1-001(Weitz),220169,9,13,4.43,5.0,5,1.0513510856698183,4.57,5.0,5,0.7297037292405271,4.14,4.0,4.0,1.07,4.14,4.0,4,1.07
GOV 95,Safra Undergraduate Ethics Fellowship Workshop 001,Beerbohm,https://harvard.bluera.com/harvard/rpv-eng.aspx?lang=eng&redi=1&SelectedIDforPrint=b154c85ed27439d87148ac8e396437894de5eb0b827d4db4dbdd8c71d43f91a498e68d28891e4118e09093a176bcbd27&ReportType=2&regl=en-US,FAS-223109-2238-1-1-001,FAS-223109-2238-1-1-001(Beerbohm),223109,6,9,4.8,5.0,5,0.40201512610368484,5.0,5.0,5,0.0,0.75,0.5,0.0,0.96,5.0,5.0,5,0.0
GOV 1008,Introduction to Geographic Information Systems 001,Chen,https://harvard.bluera.com/harvard/rpv-eng.aspx?lang=eng&redi=1&SelectedIDforPrint=7419573c47e59a783cb4fde39725f0e149555b20335f138e6cdce6f205d0427707e76820021dbd52cfff3dbd7a788d14&ReportType=2&regl=en-US,FAS-122850-2238-1-1-001,FAS-122850-2238-1-1-001(Chen),122850,20,26,4.0,4.0,3,0.8451542547285166,4.06,4.0,4,0.8973006825203496,4.29,4.0,4.0,1.57,3.94,4.0,4,0.77
GOV 1015,Strategic Models of Politics 001,Hummel,https://harvard.bluera.com/harvard/rpv-eng.aspx?lang=eng&redi=1&SelectedIDforPrint=7d1a6c730ad3dd189fcd1f87e50f88b53056b53932bbd25b82f2c6ab3926fea3c21086694f2de1c65c50671b4bbda08e&ReportType=2&regl=en-US,FAS-216089-2238-1-1-001,FAS-216089-2238-1-1-001(Hummel),216089,29,36,4.19,4.0,4,0.8919392106839767,4.72,5.0,5,0.8297498710363554,3.52,3.0,3.0,2.11,4.15,4.0,4,1.01
GOV 1060,Ancient and Medieval Political Philosophy 001,Nelson,https://harvard.bluera.com/harvard/rpv-eng.aspx?lang=eng&redi=1&SelectedIDforPrint=5cc0c5c786776e94a06b84dc0ccd3f101e85ca4ffc9f00333496facef99054ee0793dc4e55fdc382fd8cab2282e41a19&ReportType=2&regl=en-US,FAS-114754-2238-1-1-001,FAS-114754-2238-1-1-001(Nelson),114754,18,21,4.06,5.0,5,1.2196412392483487,4.35,5.0,5,0.9103366801832873,7.24,6.0,10.0,3.68,3.76,4.0,5,1.35
GOV 1135,Politics of Development in Africa 001,Raffler,https://harvard.bluera.com/harvard/rpv-eng.aspx?lang=eng&redi=1&SelectedIDforPrint=ac1facd90b28aa52a4da83c048ca7c62ff76170bad3f9b2260e815b71df3d94473304ada71c15a5b0bafaa84a41496a7&ReportType=2&regl=en-US,FAS-216132-2238-1-1-001,FAS-216132-2238-1-1-001(Raffler),216132,19,23,4.78,5.0,5,0.7368651823975014,4.88,5.0,5,0.32659863237109044,4.83,5.0,5.0,1.54,4.71,5.0,5,0.77
GOV 1243,Politics and Power in Post-Soviet Russia 001,Colton,https://harvard.bluera.com/harvard/rpv-eng.aspx?lang=eng&redi=1&SelectedIDforPrint=5b4beeec2e19afe214ef1a2ebe2def052841311169b57c0b7a040a29c0e5f5f245c54eb5a5203e9d037e2c4373f6936b&ReportType=2&regl=en-US,FAS-111162-2238-1-1-001,FAS-111162-2238-1-1-001(Colton),111162,12,13,4.56,5.0,5,0.9568466729604882,4.5,5.0,5,1.0160104466602558,6.44,6.0,5.0,1.94,4.44,5.0,5,1.01
GOV 1249,Authoritarianism 001,Hummel,https://harvard.bluera.com/harvard/rpv-eng.aspx?lang=eng&redi=1&SelectedIDforPrint=7cd37884ecc119ecf1a22ae897262ed77fa12be6a025e38176dc72ac6cf84e23499f891dcbba82c63f9d5adc66e363aa&ReportType=2&regl=en-US,FAS-213430-2238-1-1-001,FAS-213430-2238-1-1-001(Hummel),213430,107,131,4.27,5.0,5,0.9519252156349343,4.72,5.0,5,0.5333333333333333,5.21,4.0,4.0,3.75,4.23,5.0,5,0.94
GOV 1368,The Politics of American Education 001,Peterson,https://harvard.bluera.com/harvard/rpv-eng.aspx?lang=eng&redi=1&SelectedIDforPrint=c35ffdbe7526fd8edeada26c828af287e28558b997d64c35df24984fce46fdcbedf9de69cd6fbcf22f01061689508af5&ReportType=2&regl=en-US,FAS-121728-2238-1-1-001,FAS-121728-2238-1-1-001(Peterson),121728,18,19,4.5,5.0,5,1.1540715697558848,4.29,5.0,5,1.1860576180217075,5.06,5.0,5.0,1.35,4.67,5.0,5,1.03
GOV 1372,Political Psychology 001,Enos,https://harvard.bluera.com/harvard/rpv-eng.aspx?lang=eng&redi=1&SelectedIDforPrint=6018510d8520f4b689695192eb35496ec51f0b46e3c26883fdaa2c77005b13e93b0a26e8c7a2639c2b86d96bff75129d&ReportType=2&regl=en-US,FAS-126926-2238-1-1-001,FAS-126926-2238-1-1-001(Enos),126926,52,61,4.66,5.0,5,0.6415731927193978,4.88,5.0,5,0.32659863237109044,4.82,4.0,4.0,1.74,4.64,5.0,5,0.57
GOV 1433,Tech Science: From Democracy to Technocracy and Back 001,Beyrle,https://harvard.bluera.com/harvard/rpv-eng.aspx?lang=eng&redi=1&SelectedIDforPrint=68717df5be3020ac9de0518c73173799ad7706c31ee2e3a12a1ade23748a846d45a5ea1b2c41bd06e7309961186d0b18&ReportType=2&regl=en-US,FAS-207711-2238-1-1-001,FAS-207711-2238-1-1-001(Beyrle),207711,29,33,4.22,4.0,5,0.9352253550061956,4.74,5.0,5,0.44084400227680803,4.37,4.0,3.0,2.34,4.19,5.0,5,1.04
GOV 1433,Tech Science: From Democracy to Technocracy and Back 001,Sweeney,https://harvard.bluera.com/harvard/rpv-eng.aspx?lang=eng&redi=1&SelectedIDforPrint=07d16a64c1c2180b06d00edb9f229fa94af5b09eda45fe87eb49cfe9c18f60d56cd5a171728b8e6d74d380f9f2f01c4e&ReportType=2&regl=en-US,FAS-207711-2238-1-1-001,FAS-207711-2238-1-1-001(Sweeney),207711,29,33,4.22,4.0,5,0.9352253550061956,4.53,5.0,5,0.68872595010166,4.37,4.0,3.0,2.34,4.19,5.0,5,1.04
GOV 1510,American Constitutional Law 001,Fallon,https://harvard.bluera.com/harvard/rpv-eng.aspx?lang=eng&redi=1&SelectedIDforPrint=d6a40cc67bb10a21c71dbe6864387758bcacd6965d1b83d1a3e07624c2b0ab5f4b8973d6afc01689ea65eca0665ac8f7&ReportType=2&regl=en-US,FAS-128024-2238-1-1-001,FAS-128024-2238-1-1-001(Fallon),128024,113,132,4.55,5.0,5,0.7144893627654302,4.64,5.0,5,0.6278101122176035,6.03,5.0,5.0,2.8,4.48,5.0,5,0.77
GOV 1540,The American Presidency 001,Porter,https://harvard.bluera.com/harvard/rpv-eng.aspx?lang=eng&redi=1&SelectedIDforPrint=def9f371b5abfeb5ff89ba93fa36f4d6521345e8089f9cf1f341995867e63dbe81b1d5321f0563e679e5098665f2b83f&ReportType=2&regl=en-US,FAS-114432-2238-1-1-001,FAS-114432-2238-1-1-001(Porter),114432,11,11,4.91,5.0,5,0.28762349126466136,4.91,5.0,5,0.28762349126466136,5.7,5.5,8.0,1.95,4.73,5.0,5,0.65
GOV 1740,International Law and Institutions 001,Mikulaschek,https://harvard.bluera.com/harvard/rpv-eng.aspx?lang=eng&redi=1&SelectedIDforPrint=5226b06f17e7e16c17a50938bd9056321242cd2c2b650ef02c21d08b4e338f2ecb71724dbf83e1aa594dc0c2185ca07d&ReportType=2&regl=en-US,FAS-118526-2238-1-1-001,FAS-118526-2238-1-1-001(Mikulaschek),118526,31,36,4.03,4.0,5,1.044465935734187,4.33,5.0,5,1.043304772578391,5.0,5.0,5.0,2.02,3.89,4.0,4,0.96
GOV 1754,"Science, Technology, and National Security: Japan in Global Perspective 001",Brummer,https://harvard.bluera.com/harvard/rpv-eng.aspx?lang=eng&redi=1&SelectedIDforPrint=762c5d703bafe5e18f4ca32b175932070c6e8d21fba94416ca61d6dda7d2060429aabeeafe53a2b48a671da62b8e14a2&ReportType=2&regl=en-US,FAS-223107-2238-1-1-001,FAS-223107-2238-1-1-001(Brummer),223107,8,8,4.88,5.0,5,0.33655211592363116,4.88,5.0,5,0.33655211592363116,4.88,4.5,5.0,2.42,4.75,5.0,5,0.46
GOV 1780,International Political Economy 001,Frieden,https://harvard.bluera.com/harvard/rpv-eng.aspx?lang=eng&redi=1&SelectedIDforPrint=c46b2ea6680274c2ee9495a4bccc36bf717ef58c9198eafb618bd6cd879e3de587e656ad0eba40c544829a6e35c22098&ReportType=2&regl=en-US,FAS-111906-2238-1-1-001,FAS-111906-2238-1-1-001(Frieden),111906,24,30,4.29,5.0,5,0.9989102973631906,4.45,5.0,5,0.9252354327740622,7.57,6.0,5.0,4.03,4.05,4.0,5,1.12
GOV 1783,Central Asia in Global Politics 001,Kassenova,https://harvard.bluera.com/harvard/rpv-eng.aspx?lang=eng&redi=1&SelectedIDforPrint=20c0a537e4265071e0756bc411933560689598f56dbd1526647394f6b6135a591140c111d7793dcfd433844a530574b6&ReportType=2&regl=en-US,FAS-207984-2238-1-1-001,FAS-207984-2238-1-1-001(Kassenova),207984,12,16,4.2,4.0,4,0.7521014330903549,4.4,4.5,5,0.6666666666666666,6.8,6.0,6.0,2.1,3.9,4.0,4,0.99
GOV 1796,"Central Challenges of American National Security, Strategy, and the Press 001",Allison,https://harvard.bluera.com/harvard/rpv-eng.aspx?lang=eng&redi=1&SelectedIDforPrint=580a0f81a19f0340a44fdb5a3193dcb3c9e9790a1032fe583dce4b3c4bfb2b8d5050617eb507fa18052c9b98a1cd0410&ReportType=2&regl=en-US,FAS-113210-2238-1-1-001,FAS-113210-2238-1-1-001(Allison),113210,11,13,4.55,5.0,5,0.5,4.78,5.0,5,0.6289320754704403,8.73,8.0,10.0,2.28,4.73,5.0,5,0.65
GOV 1796,"Central Challenges of American National Security, Strategy, and the Press 001",Reveron,https://harvard.bluera.com/harvard/rpv-eng.aspx?lang=eng&redi=1&SelectedIDforPrint=39d0065dd1be321fe46816b2845e41a37679c6e225896fcb66f6f1e93103bde6d4eef2afc8f25e793ca62d30f882598b&ReportType=2&regl=en-US,FAS-113210-2238-1-1-001,FAS-113210-2238-1-1-001(Reveron),113210,11,13,4.55,5.0,5,0.5,4.88,5.0,5,0.33655211592363116,8.73,8.0,10.0,2.28,4.73,5.0,5,0.65
GOV 1796,"Central Challenges of American National Security, Strategy, and the Press 001",Sanger,https://harvard.bluera.com/harvard/rpv-eng.aspx?lang=eng&redi=1&SelectedIDforPrint=03b4025048c1fe149d1b2b07ec1a4bb11c2303b663c1d9ca34040a8970edd973551b066ed0a228fa11dd7ed1db704947&ReportType=2&regl=en-US,FAS-113210-2238-1-1-001,FAS-113210-2238-1-1-001(Sanger),113210,11,13,4.55,5.0,5,0.5,4.8,5.0,5,0.40201512610368484,8.73,8.0,10.0,2.28,4.73,5.0,5,0.65
